33|Hooves|bludgeoning|11|2|6|4 
34|Slam|bludgeoning|5|1|6|2 
35|Bite|piercing|7|1|10|4 
36|Morningstar|piercing|11|2|8|2 
36|Javelin|piercing|9|2|6|2 
37|Bite|piercing|7|1|10|2 
38|Club|bludgeoning|2|1|4|None 
39|War|piercing|6|1|8|2 
39|Javelin|piercing|5|1|6|2 
40|Bite|piercing|9|2|6|2 
40|Claws|slashing|7|2|4|2 
41|Claws|slashing|6|2|4|1 
41|Club|bludgeoning|3|1|4|1 
42|Beak|piercing|8|1|10|3 
42|Claws|slashing|10|2|6|3 
43|Sting|piercing|5|1|4|3 
44|Claws|piercing|5|1|4|3 
46|Bite|piercing|15|2|10|4 
46|Claw|slashing|8|1|8|4 
47|Bite|slashing|10|2|6|3 
48|Warhammer|bludgeoning|7|1|8|3 
49|Bite|piercing|7|1|10|2 
50|Bite|piercing|8|1|10|3 
51|Pike|piercing|9|1|10|4 
51|Hooves|bludgeoning|11|2|6|4 
51|Longbow|piercing|6|1|8|2 
52|Bite|piercing|6|1|8|2 
52|Claws|slashing|7|2|4|2 
53|Bite|piercing|5|1|6|2 
53|Claws|slashing|5|1|6|2 
54|Pseudopod|acid|10|3|6|None 
55|Bite|piercing|12|2|8|3 
55|Claws|slashing|10|2|6|3 
56|Bites|piercing|17|5|6|None 
57|Bite|piercing|7|1|10|2 
58|Tentacles|slashing|9|2|6|2 
58|Beak|piercing|5|1|6|2 
59|Beak|piercing|8|1|8|4 
59|Claws|slashing|11|2|6|4 
60|Bite|piercing|8|1|8|4 
60|Claws|slashing|9|2|4|4 
60|Harpoon|piercing|11|2|6|4 
61|Pseudopod|bludgeoning|7|1|8|3 
61|Bite|piercing|7|1|8|3 
62|Greataxe|slashing|17|2|12|4 
62|Gore|piercing|13|2|8|4 
63|Pseudopod|bludgeoning|9|2|6|2 
64|Greatclub|bludgeoning|13|2|8|4 
64|Javelin|piercing|11|2|6|4 
65|Morningstar|piercing|13|2|8|4 
66|Hooves|bludgeoning|11|2|6|4 
67|Bite|piercing|14|3|6|4 
69|Claws|slashing|10|2|6|3 
70|Bite|piercing|9|1|10|4 
71|Bite|piercing|4|1|4|2 
71|Shortsword|piercing|5|1|6|2 
71|Hand|piercing|5|1|6|2 
72|Bite|piercing|7|1|10|2 
74|Tail|bludgeoning|18|4|6|4 
75|Bite|piercing|10|2|6|3 
76|Beard|piercing|6|1|8|2 
76|Glaive|slashing|8|1|10|3 
77|Bite|piercing|8|1|10|3 
78|Slam|bludgeoning|7|1|6|4 
79|Bite|piercing|9|1|10|4 
80|Claws|slashing|13|2|8|4 
81|Bite|piercing|7|1|8|3 
82|Bite|piercing|7|1|8|3 
82|Claw|slashing|6|1|6|3 
82|Tail|piercing|7|1|8|3 
83|Greataxe|slashing|17|2|12|4 
83|Gore|piercing|13|2|8|4 
84|Rotting|bludgeoning|10|2|6|3 
85|Hooves|bludgeoning|13|2|8|4 
86|Beak|piercing|10|1|10|5 
86|Claws|slashing|14|2|8|5 
87|Bite|piercing|6|1|8|2 
87|Claws|slashing|7|2|4|2 
87|Spear|piercing|5|1|6|2 
88|Life|necrotic|5|1|6|2 
88|Longsword|slashing|6|1|8|2 
88|Longbow|piercing|6|1|8|2 
89|Pseudopod|bludgeoning|6|1|6|3 
90|Pincer|bludgeoning|11|2|6|4 
91|Bite|piercing|8|1|6|5 
91|Constrict|bludgeoning|10|2|6|3 
92|Battleaxe|slashing|14|2|8|5 
92|Morningstar|piercing|14|2|8|5 
93|Withering|necrotic|17|4|6|3 
94|Claws|slashing|14|2|10|3 
94|Dagger|piercing|5|1|4|3 
95|Bite|piercing|9|1|10|4 
96|Claw|slashing|6|1|6|3 
97|Maul|bludgeoning|10|2|6|3 
97|Tusks|slashing|10|2|6|3 
98|Bite|piercing|8|1|10|3 
98|Claw|slashing|7|1|8|3 
98|Scimitar|slashing|6|1|6|3 
98|Longbow|piercing|6|1|8|2 
99|Slam|bludgeoning|14|2|8|5 
100|Claw|piercing|6|1|6|3 
100|Tail|piercing|10|2|6|3 
101|Bite|piercing|30|4|12|4 
102|Slam|bludgeoning|14|2|8|5 
103|Touch|fire|10|2|6|3 
104|Slam|bludgeoning|13|2|8|4 
105|Gore|piercing|18|2|12|5 
105|Hooves|bludgeoning|16|2|10|5 
106|Longsword|slashing|7|1|8|3 
106|Shortsword|piercing|6|1|6|3 
106|Heavy|piercing|6|1|10|1 
107|Greatclub|bludgeoning|18|3|8|5 
107|Rock|bludgeoning|21|3|10|5 
108|Claws|slashing|13|2|8|4 
109|Bite|piercing|12|2|8|3 
109|Tentacle|bludgeoning|7|1|8|3 
110|Bite|piercing|22|4|8|4 
111|Spear|piercing|11|2|6|4 
111|Tail|bludgeoning|11|2|6|4 
112|Slam|bludgeoning|13|2|8|4 
113|Gore|piercing|24|4|8|6 
113|Stomp|bludgeoning|22|3|10|6 
114|Bite|piercing|7|1|6|4 
114|Claws|slashing|11|2|6|4 
115|Hooves|bludgeoning|11|2|6|4 
115|Horn|piercing|8|1|8|4 
116|Claws|slashing|8|2|4|3 
116|Bite|piercing|6|1|6|3 
117|Slam|bludgeoning|13|2|8|4 
118|Bite|piercing|15|2|10|4 
118|Claw|slashing|13|2|8|4 
118|Greataxe|slashing|10|1|12|4 
119|Life|necrotic|21|4|8|3 
120|Claw|slashing|6|1|6|3 
120|Bite|piercing|13|3|6|3 
121|Bite|piercing|11|2|6|4 
121|Horns|bludgeoning|10|1|12|4 
121|Claws|slashing|11|2|6|4 
122|Bite|piercing|2|1|4|None 
122|Longsword|slashing|7|1|8|3 
122|Longbow|piercing|7|1|8|3 
123|Slam|bludgeoning|10|2|6|3 
124|Snake|piercing|4|1|4|2 
124|Shortsword|piercing|5|1|6|2 
124|Longbow|piercing|6|1|8|2 
125|Beak|piercing|10|2|6|3 
125|Talons|slashing|14|2|10|3 
126|Bite|piercing|11|2|6|4 
126|Claws|slashing|13|2|8|4 
126|Sting|piercing|11|2|6|4 
127|Bite|piercing|15|2|10|4 
127|Claw|slashing|11|2|6|4 
128|Bite|piercing|15|2|10|4 
128|Claw|slashing|11|2|6|4 
129|Claw|slashing|8|1|8|4 
129|Glaive|slashing|15|2|10|4 
130|Fist|bludgeoning|11|2|6|4 
131|Greatclub|bludgeoning|19|3|8|6 
131|Rock|bludgeoning|28|4|10|6 
132|Bite|piercing|15|2|10|4 
132|Claw|slashing|11|2|6|4 
133|Bite|piercing|15|2|10|4 
133|Claw|slashing|11|2|6|4 
134|Chain|slashing|11|2|6|4 
135|Bite|piercing|10|2|6|3 
135|Tail|slashing|7|1|8|3 
136|Greataxe|slashing|25|3|12|6 
136|Rock|bludgeoning|28|4|10|6 
137|Bite|piercing|15|2|10|4 
137|Claw|slashing|11|2|6|4 
138|Bite|piercing|10|1|10|5 
139|Bite|piercing|7|1|6|4 
140|Bite|piercing|33|4|12|7 
140|Tail|bludgeoning|20|3|8|7 
141|Bite|piercing|16|2|10|5 
141|Claw|slashing|12|2|6|5 
142|Bite|piercing|15|2|10|4 
142|Claw|slashing|11|2|6|4 
143|Claw|slashing|8|1|8|4 
143|Sting|piercing|13|2|8|4 
144|Slam|bludgeoning|16|2|10|5 
145|Morningstar|piercing|21|3|8|8 
145|Rock|bludgeoning|30|4|10|8 
146|Greatsword|slashing|28|6|6|7 
146|Rock|bludgeoning|29|4|10|7 
147|Pincer|bludgeoning|16|2|10|5 
147|Fist|bludgeoning|7|2|4|2 
148|Slam|bludgeoning|16|3|6|6 
148|Rock|bludgeoning|28|4|10|6 
149|Bite|piercing|16|2|10|5 
149|Claw|slashing|12|2|6|5 
150|Bite|piercing|17|2|10|6 
150|Claw|slashing|13|2|6|6 
151|Tentacle|bludgeoning|12|2|6|5 
151|Tail|bludgeoning|15|3|6|5 
152|Mace|bludgeoning|7|1|6|4 
153|Bite|piercing|8|1|8|4 
154|Slam|bludgeoning|19|3|8|6 
155|Bite|piercing|17|2|10|6 
155|Claw|slashing|13|2|6|6 
156|Bite|piercing|17|2|10|6 
156|Claw|slashing|13|2|6|6 
157|Bite|piercing|22|3|10|6 
157|Constrict|bludgeoning|17|2|10|6 
158|Scimitar|slashing|12|2|6|5 
159|Scimitar|slashing|13|2|6|6 
160|Claw|slashing|13|2|8|4 
161|Fork|piercing|15|2|8|6 
161|Tail|piercing|10|1|8|6 
162|Bite|piercing|40|6|10|7 
163|Beak|piercing|27|4|8|9 
163|Talons|slashing|23|4|6|9 
164|Longsword|slashing|8|1|8|4 
164|Longbow|piercing|7|1|8|3 
165|Bite|piercing|17|2|10|6 
165|Claw|slashing|13|2|6|6 
165|Tail|bludgeoning|15|2|8|6 
166|Bite|piercing|17|2|10|6 
166|Claw|slashing|13|2|6|6 
166|Tail|bludgeoning|15|2|8|6 
167|Bite|piercing|32|5|10|5 
167|Claw|slashing|15|3|6|5 
168|Claw|slashing|9|2|6|2 
169|Greatsword|slashing|30|6|6|9 
169|Rock|bludgeoning|35|4|12|9 
170|Unarmed|bludgeoning|8|1|8|4 
170|Bite|piercing|7|1|6|4 
171|Bite|piercing|17|2|10|6 
171|Claw|slashing|13|2|6|6 
171|Tail|bludgeoning|15|2|8|6 
172|Bite|piercing|17|2|10|6 
172|Claw|slashing|13|2|6|6 
172|Tail|bludgeoning|15|2|8|6 
173|Bite|piercing|12|2|6|5 
173|Claws|slashing|10|2|4|5 
173|Tail|bludgeoning|12|2|6|5 
174|Bite|piercing|18|2|10|7 
174|Claw|slashing|14|2|6|7 
174|Tail|bludgeoning|16|2|8|7 
175|Bite|piercing|17|2|10|6 
175|Claw|slashing|13|2|6|6 
175|Tail|bludgeoning|15|2|8|6 
176|Rotting|bludgeoning|14|3|6|4 
177|Bite|piercing|22|3|8|9 
177|Stinger|piercing|19|3|6|9 
178|Bite|piercing|18|2|10|7 
178|Claw|slashing|14|2|6|7 
178|Tail|bludgeoning|16|2|8|7 
179|Bite|piercing|19|2|10|8 
179|Claw|slashing|15|2|6|8 
179|Tail|bludgeoning|17|2|8|8 
180|Slam|bludgeoning|20|3|8|7 
180|Sword|slashing|23|3|10|7 
181|Longsword|slashing|13|2|8|4 
181|Tail|bludgeoning|15|2|10|4 
182|Greatsword|slashing|21|4|6|7 
183|Bite|piercing|19|2|10|8 
183|Claw|slashing|15|2|6|8 
183|Tail|bludgeoning|17|2|8|8 
184|Bite|piercing|19|2|10|8 
184|Claw|slashing|15|2|6|8 
184|Tail|bludgeoning|17|2|8|8 
185|Claw|slashing|17|2|10|6 
186|Bite|piercing|26|3|12|7 
186|Claw|slashing|16|2|8|7 
186|Tail|bludgeoning|26|3|12|7 
187|Longsword|slashing|21|3|8|8 
187|Whip|slashing|15|2|6|8 
188|Bite|piercing|19|2|10|8 
188|Claw|slashing|15|2|6|8 
188|Tail|bludgeoning|17|2|8|8 
189|Bite|piercing|19|2|10|8 
189|Claw|slashing|15|2|6|8 
189|Tail|bludgeoning|17|2|8|8 
190|Bite|piercing|22|4|6|8 
190|Claw|slashing|17|2|8|8 
190|Mace|bludgeoning|15|2|6|8 
190|Tail|bludgeoning|24|3|10|8 
