134 | 8  | Chain Devil 
135 | 8  | Cloaker 
136 | 8  | Frost Giant 
137 | 8  | Hezrou 
138 | 8  | Hydra 
139 | 8  | Spirit Naga 
140 | 8  | Tyrannosaurus Rex 
141 | 8  | Young Bronze Dragon 
142 | 8  | Young Green Dragon 
143 | 9  | Bone Devil 
144 | 9  | Clay Golem 
145 | 9  | Cloud Giant 
146 | 9  | Fire Giant 
147 | 9  | Glabrezu 
148 | 9  | Treant 
149 | 9  | Young Blue Dragon 
150 | 9  | Young Silver Dragon 
151 | 10  | Aboleth 
152 | 10  | Deva 
153 | 10  | Guardian Naga 
154 | 10  | Stone Golem 
155 | 10  | Young Gold Dragon 
156 | 10  | Young Red Dragon 
157 | 11  | Behir 
158 | 11  | Djinni 
159 | 11  | Efreeti 
160 | 11  | Contents 
161 | 11  | Horned Devil 
162 | 11  | Remorhaz 
163 | 11  | Roc 
164 | 12  | Erinyes 
165 | 13  | Adult Brass Dragon 
166 | 13  | Adult White Dragon 
167 | 13  | Nalfeshnee 
168 | 13  | Rakshasa 
169 | 13  | Storm Giant 
170 | 13  | Contents 
171 | 14  | Adult Black Dragon 
172 | 14  | Adult Copper Dragon 
173 | 14  | Ice Devil 
174 | 15  | Adult Bronze Dragon 
175 | 15  | Adult Green Dragon 
176 | 15  | Contents 
177 | 15  | Purple Worm 
178 | 16  | Adult Blue Dragon 
179 | 16  | Adult Silver Dragon 
180 | 16  | Iron Golem 
181 | 16  | Marilith 
182 | 16  | Planetar 
183 | 17  | Adult Gold Dragon 
184 | 17  | Adult Red Dragon 
185 | 17  | Contents 
186 | 17  | Dragon Turtle 
187 | 19  | Balor 
188 | 20  | Ancient Brass Dragon 
189 | 20  | Ancient White Dragon 
190 | 20  | Pit Fiend 
